zipcode	locationtext	county
18332	Henryville, PA	Monroe
18333	Kresgeville, PA	Monroe
18334	Long Pond, PA	Monroe
18335	Marshalls Creek, PA	Monroe
18336	Matamoras, PA	Pike
18337	Milford, PA	Pike
18340	Millrift, PA	Pike
18341	Minisink Hills, PA	Monroe
18342	Mountainhome, PA	Monroe
18343	Mount Bethel, PA	Northampton
18344	Mount Pocono, PA	Monroe
18346	Pocono Summit, PA	Monroe
18347	Pocono Lake, PA	Monroe
18348	Pocono Lake Preserve, PA	Monroe
18349	Pocono Manor, PA	Monroe
18350	Pocono Pines, PA	Monroe
18351	Portland, PA	Northampton
18352	Reeders, PA	Monroe
18353	Saylorsburg, PA	Monroe
18354	Sciota, PA	Monroe
18355	Scotrun, PA	Monroe
18356	Shawnee On Delaware, PA	Monroe
18357	Skytop, PA	Monroe
18360	Stroudsburg, PA	Monroe
18370	Swiftwater, PA	Monroe
18371	Tamiment, PA	Pike
18372	Tannersville, PA	Monroe
18373	Unity House, PA	Pike
18403	Archbald, PA	Lackawanna
18405	Beach Lake, PA	Wayne
18407	Carbondale, PA	Lackawanna
18410	Chinchilla, PA	Lackawanna
18411	Clarks Summit, PA	Lackawanna
18413	Clifford, PA	Susquehanna
18414	Dalton, PA	Lackawanna
18415	Damascus, PA	Wayne
18416	Elmhurst, PA	Lackawanna
18417	Equinunk, PA	Wayne
18419	Factoryville, PA	Wyoming
18420	Fleetville, PA	Lackawanna
18421	Forest City, PA	Susquehanna
18424	Gouldsboro, PA	Lackawanna
18425	Greeley, PA	Pike
18426	Greentown, PA	Pike
18427	Hamlin, PA	Wayne
18428	Hawley, PA	Pike
18430	Herrick Center, PA	Susquehanna
18431	Honesdale, PA	Wayne
18433	Jermyn, PA	Lackawanna
18434	Jessup, PA	Lackawanna
18435	Lackawaxen, PA	Pike
18436	Lake Ariel, PA	Wayne
18437	Lake Como, PA	Wayne
18438	Lakeville, PA	Wayne
18439	Lakewood, PA	Wayne
18440	La Plume, PA	Lackawanna
18441	Lenoxville, PA	Susquehanna
18443	Milanville, PA	Wayne
18444	Moscow, PA	Lackawanna
18445	Newfoundland, PA	Wayne
18446	Nicholson, PA	Wyoming
18447	Olyphant, PA	Lackawanna
18448	Olyphant, PA	Lackawanna
18449	Orson, PA	Wayne
18451	Paupack, PA	Pike
18452	Peckville, PA	Lackawanna
18453	Pleasant Mount, PA	Wayne
18454	Poyntelle, PA	Wayne
18455	Preston Park, PA	Wayne
18456	Prompton, PA	Wayne
18457	Rowland, PA	Pike
18458	Shohola, PA	Pike
18459	South Canaan, PA	Wayne
18460	South Sterling, PA	Pike
18461	Starlight, PA	Wayne
18462	Starrucca, PA	Wayne
18463	Sterling, PA	Wayne
18464	Tafton, PA	Pike
18465	Thompson, PA	Susquehanna
18466	Tobyhanna, PA	Monroe
18469	Tyler Hill, PA	Wayne
18470	Union Dale, PA	Susquehanna
18471	Waverly, PA	Lackawanna
18472	Waymart, PA	Wayne
18473	White Mills, PA	Wayne
18501	Scranton, PA	Lackawanna
18502	Scranton, PA	Lackawanna
18503	Scranton, PA	Lackawanna
18504	Scranton, PA	Lackawanna
18505	Scranton, PA	Lackawanna
18507	Moosic, PA	Lackawanna
18508	Scranton, PA	Lackawanna
18509	Scranton, PA	Lackawanna
18510	Scranton, PA	Lackawanna
18512	Scranton, PA	Lackawanna
18514	Scranton, PA	Lackawanna
18515	Scranton, PA	Lackawanna
18517	Taylor, PA	Lackawanna
18518	Old Forge, PA	Lackawanna
18519	Scranton, PA	Lackawanna
18522	Scranton, PA	Lackawanna
18540	Scranton, PA	Lackawanna
18577	Scranton, PA	Lackawanna
18601	Beach Haven, PA	Luzerne
18602	Bear Creek, PA	Luzerne
18603	Berwick, PA	Columbia
18610	Blakeslee, PA	Monroe
18611	Cambra, PA	Luzerne
18612	Dallas, PA	Luzerne
18614	Dushore, PA	Sullivan
18615	Falls, PA	Wyoming
18616	Forksville, PA	Sullivan
18617	Glen Lyon, PA	Luzerne
18618	Harveys Lake, PA	Luzerne
18619	Hillsgrove, PA	Sullivan
18621	Hunlock Creek, PA	Luzerne
18622	Huntington Mills, PA	Luzerne
18623	Laceyville, PA	Wyoming
18624	Lake Harmony, PA	Carbon
18625	Lake Winola, PA	Wyoming
18626	Laporte, PA	Sullivan
18627	Lehman, PA	Luzerne
18628	Lopez, PA	Sullivan
18629	Mehoopany, PA	Wyoming
18630	Meshoppen, PA	Wyoming
18631	Mifflinville, PA	Columbia
18632	Mildred, PA	Sullivan
18634	Nanticoke, PA	Luzerne
18635	Nescopeck, PA	Luzerne
18636	Noxen, PA	Wyoming
18640	Pittston, PA	Luzerne
18641	Pittston, PA	Luzerne
18642	Duryea, PA	Luzerne
18643	Pittston, PA	Luzerne
18644	Wyoming, PA	Luzerne
18651	Plymouth, PA	Luzerne
18653	Ransom, PA	Lackawanna
18654	Shawanese, PA	Luzerne
18655	Shickshinny, PA	Luzerne
18656	Sweet Valley, PA	Luzerne
18657	Tunkhannock, PA	Wyoming
18660	Wapwallopen, PA	Luzerne
18661	White Haven, PA	Luzerne
18690	Dallas, PA	Luzerne
18701	Wilkes Barre, PA	Luzerne
18702	Wilkes Barre, PA	Luzerne
18703	Wilkes Barre, PA	Luzerne
18704	Kingston, PA	Luzerne
18705	Wilkes Barre, PA	Luzerne
18706	Wilkes Barre, PA	Luzerne
18707	Mountain Top, PA	Luzerne
18708	Shavertown, PA	Luzerne
18709	Luzerne, PA	Luzerne
18710	Wilkes Barre, PA	Luzerne
18711	Wilkes Barre, PA	Luzerne
18762	Wilkes Barre, PA	Luzerne
18764	Wilkes Barre, PA	Luzerne
18765	Wilkes Barre, PA	Luzerne
18766	Wilkes Barre, PA	Luzerne
18767	Wilkes Barre, PA	Luzerne
18769	Wilkes Barre, PA	Luzerne
18773	Wilkes Barre, PA	Luzerne
18801	Montrose, PA	Susquehanna
18810	Athens, PA	Bradford
18812	Brackney, PA	Susquehanna
18813	Brooklyn, PA	Susquehanna
18814	Burlington, PA	Bradford
18815	Camptown, PA	Bradford
18816	Dimock, PA	Susquehanna
18817	East Smithfield, PA	Bradford
18818	Friendsville, PA	Susquehanna
18820	Gibson, PA	Susquehanna
18821	Great Bend, PA	Susquehanna
18822	Hallstead, PA	Susquehanna
18823	Harford, PA	Susquehanna
18824	Hop Bottom, PA	Susquehanna
18825	Jackson, PA	Susquehanna
18826	Kingsley, PA	Susquehanna
18827	Lanesboro, PA	Susquehanna
18828	Lawton, PA	Susquehanna
18829	Le Raysville, PA	Bradford
18830	Little Meadows, PA	Susquehanna
18831	Milan, PA	Bradford
18832	Monroeton, PA	Bradford
18833	New Albany, PA	Bradford
18834	New Milford, PA	Susquehanna
18837	Rome, PA	Bradford
18840	Sayre, PA	Bradford
18842	South Gibson, PA	Susquehanna
18843	South Montrose, PA	Susquehanna
18844	Springville, PA	Susquehanna
18845	Stevensville, PA	Bradford
18846	Sugar Run, PA	Bradford
18847	Susquehanna, PA	Susquehanna
18848	Towanda, PA	Bradford
18850	Ulster, PA	Bradford
18851	Warren Center, PA	Bradford
18853	Wyalusing, PA	Bradford
18854	Wysox, PA	Bradford
18901	Doylestown, PA	Bucks
18902	Doylestown, PA	Bucks
18910	Bedminster, PA	Bucks
18911	Blooming Glen, PA	Bucks
18912	Buckingham, PA	Bucks
18913	Carversville, PA	Bucks
18914	Chalfont, PA	Bucks
18915	Colmar, PA	Montgomery
18916	Danboro, PA	Bucks
18917	Dublin, PA	Bucks
18918	Earlington, PA	Montgomery
18920	Erwinna, PA	Bucks
18921	Ferndale, PA	Bucks
18922	Forest Grove, PA	Bucks
18923	Fountainville, PA	Bucks
18924	Franconia, PA	Montgomery
18925	Furlong, PA	Bucks
18926	Gardenville, PA	Bucks
18927	Hilltown, PA	Bucks
18928	Holicong, PA	Bucks
18929	Jamison, PA	Bucks
18930	Kintnersville, PA	Bucks
18931	Lahaska, PA	Bucks
18932	Line Lexington, PA	Bucks
18933	Lumberville, PA	Bucks
18934	Mechanicsville, PA	Schuylkill
18935	Milford Square, PA	Bucks
18936	Montgomeryville, PA	Montgomery
18938	New Hope, PA	Bucks
18940	Newtown, PA	Bucks
18942	Ottsville, PA	Bucks
18943	Penns Park, PA	Bucks
18944	Perkasie, PA	Bucks
18946	Pineville, PA	Bucks
18947	Pipersville, PA	Bucks
18949	Plumsteadville, PA	Bucks
18950	Point Pleasant, PA	Bucks
18951	Quakertown, PA	Bucks
18953	Revere, PA	Bucks
18954	Richboro, PA	Bucks
18955	Richlandtown, PA	Bucks
18956	Rushland, PA	Bucks
18957	Salford, PA	Montgomery
18958	Salfordville, PA	Montgomery
18960	Sellersville, PA	Bucks
18962	Silverdale, PA	Bucks
18963	Solebury, PA	Bucks
18964	Souderton, PA	Montgomery
18966	Southampton, PA	Bucks
18968	Spinnerstown, PA	Bucks
18969	Telford, PA	Montgomery
18970	Trumbauersville, PA	Bucks
18971	Tylersport, PA	Montgomery
18972	Upper Black Eddy, PA	Bucks
18974	Warminster, PA	Bucks
18976	Warrington, PA	Bucks
18977	Washington Crossing, PA	Bucks
18979	Woxall, PA	Montgomery
18980	Wycombe, PA	Bucks
18981	Zionhill, PA	Bucks
18991	Warminster, PA	Bucks
19001	Abington, PA	Montgomery
19002	Ambler, PA	Montgomery
19003	Ardmore, PA	Delaware
19004	Bala Cynwyd, PA	Montgomery
19006	Huntingdon Valley, PA	Montgomery
19007	Bristol, PA	Bucks
19008	Broomall, PA	Delaware
19009	Bryn Athyn, PA	Montgomery
19010	Bryn Mawr, PA	Delaware
19012	Cheltenham, PA	Montgomery
19013	Chester, PA	Delaware
19014	Aston, PA	Delaware
19015	Brookhaven, PA	Delaware
19016	Chester, PA	Delaware
19017	Chester Heights, PA	Delaware
19018	Clifton Heights, PA	Delaware
19019	Philadelphia, PA	Philadelphia
19020	Bensalem, PA	Bucks
19021	Croydon, PA	Bucks
19022	Crum Lynne, PA	Delaware
19023	Darby, PA	Delaware
19025	Dresher, PA	Montgomery
19026	Drexel Hill, PA	Delaware
19027	Elkins Park, PA	Montgomery
19028	Edgemont, PA	Delaware
19029	Essington, PA	Delaware
19030	Fairless Hills, PA	Bucks
19031	Flourtown, PA	Montgomery
19032	Folcroft, PA	Delaware
19033	Folsom, PA	Delaware
19034	Fort Washington, PA	Montgomery
19035	Gladwyne, PA	Montgomery
19036	Glenolden, PA	Delaware
19037	Glen Riddle Lima, PA	Delaware
19038	Glenside, PA	Montgomery
19039	Gradyville, PA	Delaware
19040	Hatboro, PA	Montgomery
19041	Haverford, PA	Delaware
19043	Holmes, PA	Delaware
19044	Horsham, PA	Montgomery
19046	Jenkintown, PA	Montgomery
19047	Langhorne, PA	Bucks
19048	Fort Washington, PA	Bucks
19049	Fort Washington, PA	Bucks
19050	Lansdowne, PA	Delaware
19052	Lenni, PA	Delaware
19053	Feasterville Trevose, PA	Bucks
19054	Levittown, PA	Bucks
19055	Levittown, PA	Bucks
19056	Levittown, PA	Bucks
19057	Levittown, PA	Bucks
19058	Levittown, PA	Bucks
19060	Garnet Valley, PA	Delaware
19061	Marcus Hook, PA	Delaware
19063	Media, PA	Delaware
19064	Springfield, PA	Delaware
19065	Media, PA	Delaware
19066	Merion Station, PA	Montgomery
19067	Morrisville, PA	Bucks
19070	Morton, PA	Delaware
19072	Narberth, PA	Montgomery
19073	Newtown Square, PA	Delaware
19074	Norwood, PA	Delaware
19075	Oreland, PA	Montgomery
19076	Prospect Park, PA	Delaware
19078	Ridley Park, PA	Delaware
19079	Sharon Hill, PA	Delaware
19080	Wayne, PA	Delaware
19081	Swarthmore, PA	Delaware
19082	Upper Darby, PA	Delaware
19083	Havertown, PA	Delaware
19085	Villanova, PA	Delaware
19086	Wallingford, PA	Delaware
19087	Wayne, PA	Chester
19088	Wayne, PA	Delaware
19089	Wayne, PA	Delaware
19090	Willow Grove, PA	Montgomery
19091	Media, PA	Delaware
19092	Philadelphia, PA	Philadelphia
19093	Philadelphia, PA	Philadelphia
19094	Woodlyn, PA	Delaware
19095	Wyncote, PA	Montgomery
19096	Wynnewood, PA	Montgomery
19098	Holmes, PA	Delaware
19099	Philadelphia, PA	Philadelphia
19101	Philadelphia, PA	Philadelphia
19102	Philadelphia, PA	Philadelphia
19103	Philadelphia, PA	Philadelphia
19104	Philadelphia, PA	Philadelphia
19105	Philadelphia, PA	Philadelphia
19106	Philadelphia, PA	Philadelphia
19107	Philadelphia, PA	Philadelphia
19108	Philadelphia, PA	Philadelphia
19109	Philadelphia, PA	Philadelphia
19110	Philadelphia, PA	Philadelphia
19111	Philadelphia, PA	Philadelphia
19112	Philadelphia, PA	Philadelphia
19113	Philadelphia, PA	Delaware
19114	Philadelphia, PA	Philadelphia
19115	Philadelphia, PA	Philadelphia
19116	Philadelphia, PA	Philadelphia
19118	Philadelphia, PA	Philadelphia
19119	Philadelphia, PA	Philadelphia
19120	Philadelphia, PA	Philadelphia
19121	Philadelphia, PA	Philadelphia
19122	Philadelphia, PA	Philadelphia
19123	Philadelphia, PA	Philadelphia
19124	Philadelphia, PA	Philadelphia
19125	Philadelphia, PA	Philadelphia
19126	Philadelphia, PA	Philadelphia
19127	Philadelphia, PA	Philadelphia
19128	Philadelphia, PA	Philadelphia
19129	Philadelphia, PA	Philadelphia
19130	Philadelphia, PA	Philadelphia
19131	Philadelphia, PA	Philadelphia
19132	Philadelphia, PA	Philadelphia
19133	Philadelphia, PA	Philadelphia
19134	Philadelphia, PA	Philadelphia
19135	Philadelphia, PA	Philadelphia
19136	Philadelphia, PA	Philadelphia
19137	Philadelphia, PA	Philadelphia
19138	Philadelphia, PA	Philadelphia
19139	Philadelphia, PA	Philadelphia
19140	Philadelphia, PA	Philadelphia
19141	Philadelphia, PA	Philadelphia
19142	Philadelphia, PA	Philadelphia
19143	Philadelphia, PA	Philadelphia
19144	Philadelphia, PA	Philadelphia
19145	Philadelphia, PA	Philadelphia
19146	Philadelphia, PA	Philadelphia
19147	Philadelphia, PA	Philadelphia
19148	Philadelphia, PA	Philadelphia
19149	Philadelphia, PA	Philadelphia
19150	Philadelphia, PA	Philadelphia
19151	Philadelphia, PA	Philadelphia
19152	Philadelphia, PA	Philadelphia
19153	Philadelphia, PA	Philadelphia
19154	Philadelphia, PA	Philadelphia
19155	Philadelphia, PA	Philadelphia
19160	Philadelphia, PA	Philadelphia
19161	Philadelphia, PA	Philadelphia
19162	Philadelphia, PA	Philadelphia
19170	Philadelphia, PA	Philadelphia
19171	Philadelphia, PA	Philadelphia
19172	Philadelphia, PA	Philadelphia
19173	Philadelphia, PA	Philadelphia
19175	Philadelphia, PA	Philadelphia
19176	Philadelphia, PA	Philadelphia
19177	Philadelphia, PA	Philadelphia
19178	Philadelphia, PA	Philadelphia
19179	Philadelphia, PA	Philadelphia
19181	Philadelphia, PA	Philadelphia
19182	Philadelphia, PA	Philadelphia
19183	Philadelphia, PA	Philadelphia
19184	Philadelphia, PA	Philadelphia
19185	Philadelphia, PA	Philadelphia
19187	Philadelphia, PA	Philadelphia
19188	Philadelphia, PA	Philadelphia
19190	Philadelphia, PA	Philadelphia
19191	Philadelphia, PA	Philadelphia
19192	Philadelphia, PA	Philadelphia
19193	Philadelphia, PA	Philadelphia
19194	Philadelphia, PA	Philadelphia
19195	Philadelphia, PA	Philadelphia
19196	Philadelphia, PA	Philadelphia
19197	Philadelphia, PA	Philadelphia
19244	Philadelphia, PA	Philadelphia
19255	Philadelphia, PA	Philadelphia
19301	Paoli, PA	Chester
19310	Atglen, PA	Chester
19311	Avondale, PA	Chester
19312	Berwyn, PA	Chester
19316	Brandamore, PA	Chester
19317	Chadds Ford, PA	Chester
19318	Chatham, PA	Chester
19319	Cheyney, PA	Delaware
19320	Coatesville, PA	Chester
19330	Cochranville, PA	Chester
19331	Concordville, PA	Delaware
19333	Devon, PA	Chester
19335	Downingtown, PA	Chester
19339	Concordville, PA	Delaware
19340	Concordville, PA	Delaware
19341	Exton, PA	Chester
19342	Glen Mills, PA	Delaware
19343	Glenmoore, PA	Chester
19344	Honey Brook, PA	Chester
19345	Immaculata, PA	Chester
19346	Kelton, PA	Chester
19347	Kemblesville, PA	Chester
19348	Kennett Square, PA	Chester
19350	Landenberg, PA	Chester
19351	Lewisville, PA	Chester
19352	Lincoln University, PA	Chester
19353	Lionville, PA	Chester
19354	Lyndell, PA	Chester
19355	Malvern, PA	Chester
19357	Mendenhall, PA	Chester
19358	Modena, PA	Chester
19360	New London, PA	Chester
19362	Nottingham, PA	Chester
19363	Oxford, PA	Chester
19365	Parkesburg, PA	Chester
19366	Pocopson, PA	Chester
19367	Pomeroy, PA	Chester
19369	Sadsburyville, PA	Chester
19371	Suplee, PA	Chester
19372	Thorndale, PA	Chester
19373	Thornton, PA	Delaware
19374	Toughkenamon, PA	Chester
19375	Unionville, PA	Chester
19376	Wagontown, PA	Chester
19380	West Chester, PA	Chester
19381	West Chester, PA	Chester
19382	West Chester, PA	Chester
19383	West Chester, PA	Chester
19388	West Chester, PA	Chester
19390	West Grove, PA	Chester
19395	Westtown, PA	Chester
19397	Southeastern, PA	Chester
19398	Southeastern, PA	Chester
19399	Southeastern, PA	Chester
19401	Norristown, PA	Montgomery
19403	Norristown, PA	Montgomery
19404	Norristown, PA	Montgomery
19405	Bridgeport, PA	Montgomery
19406	King Of Prussia, PA	Montgomery
19407	Audubon, PA	Montgomery
19408	Eagleville, PA	Montgomery
19409	Fairview Village, PA	Montgomery
19415	Eagleville, PA	Montgomery
19420	Arcola, PA	Montgomery
19421	Birchrunville, PA	Chester
19422	Blue Bell, PA	Montgomery
19423	Cedars, PA	Montgomery
19424	Blue Bell, PA	Montgomery
19425	Chester Springs, PA	Chester
19426	Collegeville, PA	Montgomery
19428	Conshohocken, PA	Montgomery
19429	Conshohocken, PA	Montgomery
19430	Creamery, PA	Montgomery
19432	Devault, PA	Chester
19435	Frederick, PA	Montgomery
19436	Gwynedd, PA	Montgomery
19437	Gwynedd Valley, PA	Montgomery
19438	Harleysville, PA	Montgomery
19440	Hatfield, PA	Montgomery
19441	Harleysville, PA	Montgomery
19442	Kimberton, PA	Chester
19443	Kulpsville, PA	Montgomery
19444	Lafayette Hill, PA	Montgomery
19446	Lansdale, PA	Montgomery
19450	Lederach, PA	Montgomery
19451	Mainland, PA	Montgomery
19453	Mont Clare, PA	Montgomery
19454	North Wales, PA	Montgomery
19455	North Wales, PA	Montgomery
19456	Oaks, PA	Montgomery
19457	Parker Ford, PA	Chester
19460	Phoenixville, PA	Chester
19462	Plymouth Meeting, PA	Montgomery
19464	Pottstown, PA	Montgomery
19465	Pottstown, PA	Chester
19468	Royersford, PA	Montgomery
19470	Saint Peters, PA	Chester
19472	Sassamansville, PA	Montgomery
19473	Schwenksville, PA	Montgomery
19474	Skippack, PA	Montgomery
19475	Spring City, PA	Chester
19477	Spring House, PA	Montgomery
19478	Spring Mount, PA	Montgomery
19480	Uwchland, PA	Chester
19481	Valley Forge, PA	Chester
19482	Valley Forge, PA	Chester
19483	Valley Forge, PA	Montgomery
19484	Valley Forge, PA	Montgomery
19485	Valley Forge, PA	Montgomery
19486	West Point, PA	Montgomery
19487	King Of Prussia, PA	Montgomery
19488	Norristown, PA	Montgomery
19489	Norristown, PA	Montgomery
19490	Worcester, PA	Montgomery
19492	Zieglerville, PA	Montgomery
19493	Valley Forge, PA	Chester
19494	Valley Forge, PA	Chester
19495	Valley Forge, PA	Chester
19496	Valley Forge, PA	Chester
19501	Adamstown, PA	Lancaster
19503	Bally, PA	Berks
19504	Barto, PA	Berks
19505	Bechtelsville, PA	Berks
19506	Bernville, PA	Berks
19507	Bethel, PA	Berks
19508	Birdsboro, PA	Berks
19510	Blandon, PA	Berks
19511	Bowers, PA	Berks
19512	Boyertown, PA	Berks
19516	Centerport, PA	Berks
19518	Douglassville, PA	Berks
19519	Earlville, PA	Berks
19520	Elverson, PA	Chester
19522	Fleetwood, PA	Berks
19523	Geigertown, PA	Berks
19525	Gilbertsville, PA	Montgomery
19526	Hamburg, PA	Berks
19529	Kempton, PA	Berks
19530	Kutztown, PA	Berks
19533	Leesport, PA	Berks
19534	Lenhartsville, PA	Berks
19535	Limekiln, PA	Berks
19536	Lyon Station, PA	Berks
19538	Maxatawny, PA	Berks
19539	Mertztown, PA	Berks
19540	Mohnton, PA	Berks
19541	Mohrsville, PA	Berks
19542	Monocacy Station, PA	Berks
19543	Morgantown, PA	Berks
19544	Mount Aetna, PA	Berks
19545	New Berlinville, PA	Berks
19547	Oley, PA	Berks
19548	Pine Forge, PA	Berks
19549	Port Clinton, PA	Schuylkill
19550	Rehrersburg, PA	Berks
19551	Robesonia, PA	Berks
19554	Shartlesville, PA	Berks
19555	Shoemakersville, PA	Berks
19559	Strausstown, PA	Berks
19560	Temple, PA	Berks
19562	Topton, PA	Berks
19564	Virginville, PA	Berks
19565	Wernersville, PA	Berks
19567	Womelsdorf, PA	Berks
19601	Reading, PA	Berks
19602	Reading, PA	Berks
19603	Reading, PA	Berks
19604	Reading, PA	Berks
19605	Reading, PA	Berks
19606	Reading, PA	Berks
19607	Reading, PA	Berks
19608	Reading, PA	Berks
19609	Reading, PA	Berks
19610	Reading, PA	Berks
19611	Reading, PA	Berks
19612	Reading, PA	Berks
19640	Reading, PA	Berks
